"index","id","price","host_response_rate","neighbourhood_cleansed","review_scores_rating","cancellation_policy","property_type","bedrooms"
"1726","14296152","55","0.96","Charlestown","80","strict","House","1"
"1728","13163259","150",NULL,"Charlestown","80","flexible","Apartment","1"
"1733","5726250","325","1","Charlestown","100","strict","House","4"
"1735","5481243","150",NULL,"Charlestown","93","moderate","Condominium","1"
"1737","13655073","150","1","Charlestown","100","strict","Apartment","1"
"1738","2810123","180",NULL,"Charlestown","100","moderate","Apartment","2"
"1740","13032590","195","1","Charlestown","96","flexible","Apartment","3"
"1741","2660908","99","1","Charlestown","95","strict","Apartment","1"
"1744","2167993","149","1","Charlestown","99","strict","Apartment","1"
"1745","14013583","135","1","Charlestown","100","moderate","House","1"
"1746","13063952","55","1","Charlestown","93","flexible","Apartment","1"
"1747","6886946","225","1","Charlestown","96","strict","Condominium","2"
"1748","6378076","180","1","Charlestown","90","strict","Condominium","1"
"1750","6690605","200","1","Charlestown","90","moderate","Apartment","1"
"1751","5592866","150","1","Charlestown","100","flexible","Apartment","1"
"1752","8442940","149","1","Charlestown","97","flexible","House","1"
"1753","708802","150","1","Charlestown","98","moderate","Apartment","1"
"1754","1658983","155","1","Charlestown","96","strict","Apartment","1"
"1755","6000531","249","1","Charlestown","100","strict","Apartment","1"
"1756","13586128","315","0.98","Charlestown","100","strict","Apartment","3"
"1757","9900315","150","1","Charlestown","91","moderate","Apartment","1"
"1758","11521541","680","0.83","Charlestown","90","strict","House","3"
"1759","13045194","349","1","Charlestown","92","moderate","Apartment","2"
"1760","8189821","200","1","Charlestown","100","flexible","Apartment","1"
"1761","1445064","49","1","Charlestown","95","moderate","Condominium","1"
"1762","13585624","250","0.98","Charlestown","87","strict","Apartment","2"
"1765","5076880","225","1","Charlestown","98","moderate","Apartment","2"
"1766","12356962","275","1","Charlestown","96","flexible","Apartment","1"
"1767","12372052","150","1","Charlestown","95","flexible","Apartment","2"
"1768","13830152","80","1","Charlestown","96","flexible","Apartment","1"
"1769","5719606","330","1","Charlestown","100","strict","Apartment","2"
"1770","182613","169","1","Charlestown","92","flexible","Apartment","2"
"1771","5620496","165","0.8","Charlestown","98","moderate","Condominium","2"
"1772","82637","175","0.8","Charlestown","80","strict","Bed & Breakfast","1"
"1773","3820516","210","1","Charlestown","100","strict","Bed & Breakfast","1"
"1775","13371105","39","1","Charlestown","40","flexible","Apartment","1"
"1777","7321217","200","0.9","Charlestown","98","moderate","Apartment","1"
"1778","1102623","125","1","Charlestown","95","moderate","Apartment","1"
"1779","7472068","299","1","Charlestown","89","strict","Apartment","2"
"1780","7053454","200","1","Charlestown","95","flexible","House","1"
"1829","67774","110","1","Beacon Hill","93","strict","Apartment","1"
"1830","8309711","275","1","Beacon Hill","94","strict","Condominium","2"
"1831","5659866","200","0.9","Beacon Hill","100","moderate","Apartment","2"
"1832","1303261","425","0.75","Beacon Hill","87","strict","Apartment","1"
"1833","6432655","150","0.6","Beacon Hill","91","flexible","Apartment","1"
"1834","13249829","128","1","Beacon Hill","100","strict","Apartment","2"
"1835","4900659","177","1","Beacon Hill","91","strict","Apartment","1"
"1838","6444148","155","0.92","Beacon Hill","93","strict","Apartment","1"
"1839","10311094","399","0.77","Beacon Hill","84","strict","Apartment","3"
"1841","14025410","99","1","Beacon Hill","100","flexible","Apartment","0"
"1842","3377871","120","1","Beacon Hill","82","strict","Apartment","1"
"1843","59776","270",NULL,"Beacon Hill","80","strict","Bed & Breakfast","1"
"1845","9232355","89","1","Beacon Hill","78","strict","Apartment","0"
"1846","11202183","199","1","Beacon Hill","100","moderate","House","0"
"1847","4718577","120","0.14","Beacon Hill","91","flexible","Apartment","1"
"1848","12648403","133","0.97","Beacon Hill","91","strict","Apartment","0"
"1849","13778731","275","1","Beacon Hill","93","flexible","Apartment","1"
"1850","2126053","165","0.9","Beacon Hill","94","strict","Apartment","0"
"1851","5690640","300","0.9","Beacon Hill","90","strict","Apartment","1"
"1852","2823378","100","1","Beacon Hill","89","strict","Apartment","1"
"1853","13810937","85","1","Beacon Hill","90","flexible","Apartment","1"
"1854","7633883","769","0.98","Beacon Hill","100","strict","Apartment","3"
"1855","8732121","155","1","Beacon Hill","100","strict","Apartment","0"
"1856","2423613","85","1","Beacon Hill","72","strict","Apartment","1"
"1857","13728510","255","0.99","Beacon Hill","93","strict","Apartment","0"
"1858","12493396","299","1","Beacon Hill","93","strict","Apartment","1"
"1859","8052494","143","1","Beacon Hill","100","flexible","Apartment","1"
"1860","7092874","260",NULL,"Beacon Hill","80","strict","Condominium","2"
"1861","13433475","267","0.99","Beacon Hill","78","strict","Apartment","2"
"1862","2947662","299","1","Beacon Hill","99","strict","Apartment","2"
"1863","7911936","155","1","Beacon Hill","86","strict","Apartment","0"
"1864","2754975","250","1","Beacon Hill","97","strict","Apartment","1"
"1866","13138055","75","0.38","Beacon Hill","94","strict","Apartment","1"
"1867","7713815","137","1","Beacon Hill","100","strict","Apartment","0"
"1868","8747720","225","1","Beacon Hill","100","moderate","Apartment","1"
"1869","4995033","220","0.9","Beacon Hill","99","strict","Apartment","2"
"1870","9107357","210","1","Beacon Hill","93","strict","Condominium","1"
"1871","5064995","147","1","Beacon Hill","90","strict","Apartment","2"
"1873","10434883","209","0.91","Beacon Hill","93","strict","Apartment","0"
"1874","13121821","199","1","Beacon Hill","97","moderate","Apartment","1"
"1875","9844242","103","1","Beacon Hill","96","flexible","Apartment","1"
"1876","13295184","200","0.99","Beacon Hill","92","strict","Apartment","2"
"1877","6763785","113","1","Beacon Hill","88","strict","Apartment","1"
"1878","586994","175","1","Beacon Hill","89","strict","Apartment","1"
"1879","915272","175","0.93","Beacon Hill","85","moderate","Apartment","1"
"1880","3520353","238","1","Beacon Hill","96","strict","Apartment","1"
"1881","4978467","250","1","Beacon Hill","100","strict","Apartment","2"
"1882","14742722","100","1","Beacon Hill","100","strict","Apartment","1"
"1883","7614517","200","1","Beacon Hill","96","moderate","Apartment","0"
"1884","12356","200","1","Beacon Hill","93","strict","Condominium","1"
"1885","12726343","184","1","Beacon Hill","100","moderate","Apartment","0"
"1886","4632511","305","1","Beacon Hill","92","strict","Condominium","2"
"1887","8384444","130","0.7","Beacon Hill","98","strict","Apartment","1"
"1888","6778788","149","1","Beacon Hill","97","moderate","Apartment","1"
"1889","2682662","200","0.98","Beacon Hill","93","strict","Apartment","0"
"1890","14035936","600","1","Beacon Hill","100","strict","Condominium","2"
"1892","8090623","199","0.96","Beacon Hill","94","strict","Condominium","1"
"1893","13300621","250","0.99","Beacon Hill","95","strict","Apartment","2"
"1895","8614167","275","0.85","Beacon Hill","97","strict","Apartment","2"
"1897","11120777","200","0.99","Beacon Hill","96","strict","Apartment","2"
"1898","9235198","135","1","Beacon Hill","93","flexible","Apartment","1"
"1899","6908672","199",NULL,"Beacon Hill","97","strict","Apartment","2"
"1900","13101775","140","0.9","Beacon Hill","98","flexible","Apartment","1"
"1901","5959251","375","1","Beacon Hill","96","strict","Apartment","1"
"1903","10857914","650","1","Beacon Hill","98","strict","House","4"
"1905","13331733","200","0.99","Beacon Hill","100","strict","Apartment","1"
"1906","8662258","89","1","Beacon Hill","98","moderate","Apartment","1"
"1907","7531700","157","1","Beacon Hill","80","strict","Apartment","0"
"1909","2862120","100","1","Beacon Hill","95","strict","Apartment","1"
"1910","6089196","200","1","Beacon Hill","92","strict","Apartment","1"
"1911","13658522","330","1","Beacon Hill","93","flexible","Apartment","1"
"1912","4532603","229","1","Beacon Hill","98","strict","Apartment","1"
"1914","6400348","200","1","Beacon Hill","100","strict","Apartment","1"
"1915","1648950","157","1","Beacon Hill","88","strict","Apartment","1"
"1916","13788865","150","1","Beacon Hill","98","strict","Apartment","0"
"1917","9857049","189","0.91","Beacon Hill","97","strict","Apartment","1"
"1918","14673441","250","1","Beacon Hill","80","strict","Apartment","1"
"1919","11906382","375","1","Beacon Hill","100","strict","House","2"
"1920","5743939","324","1","Beacon Hill","98","strict","Apartment","2"
"1921","3432321","220","1","Beacon Hill","94","strict","Apartment","0"
"1922","4546333","195","1","Beacon Hill","90","moderate","Apartment","0"
"1925","13330146","147","1","Beacon Hill","96","strict","Apartment","1"
"1926","10379031","275","1","Beacon Hill","100","flexible","Apartment","1"
"1927","5725804","130","1","Beacon Hill","100","strict","Condominium","1"
"1928","4644455","197","0.67","Beacon Hill","100","flexible","Apartment","1"
"1930","13524454","140","1","Beacon Hill","100","flexible","Apartment","1"
"1931","7527864","150","1","Beacon Hill","94","moderate","Apartment","1"
"1932","3351728","849","1","Beacon Hill","100","strict","Apartment","5"
"1933","6677640","200","0.8","Beacon Hill","98","strict","Apartment","1"
"1935","1827762","195","1","Beacon Hill","93","moderate","Apartment","1"
"1936","7854872","145","1","Beacon Hill","90","strict","Apartment","0"
"1937","10855052","125",NULL,"Beacon Hill","80","strict","Apartment","1"
"1938","13591091","189","1","Beacon Hill","80","moderate","Apartment","1"
"1939","4635390","199","1","Beacon Hill","89","moderate","Apartment","1"
"1940","1745339","195","1","Beacon Hill","94","strict","Apartment","0"
"1941","7514336","155","1","Beacon Hill","100","strict","Apartment","0"
"1942","7874552","130","1","Beacon Hill","92","strict","Apartment","1"
"1943","3673104","289","0.9","Beacon Hill","96","strict","Apartment","1"
"1944","8450098","175","0.96","Beacon Hill","95","strict","Condominium","1"
"1945","6742905","99","1","Beacon Hill","71","flexible","Apartment","0"
"1946","697078","175","1","Beacon Hill","90","strict","Apartment","1"
"1947","9755993","107","1","Beacon Hill","100","moderate","Apartment","0"
"1948","3890373","225","1","Beacon Hill","98","strict","Apartment","1"
"1949","3873776","325","0.14","Beacon Hill","80","flexible","Apartment","3"
"1951","13294558","250","0.99","Beacon Hill","92","strict","Apartment","2"
"1952","13376457","175","1","Beacon Hill","91","strict","Apartment","0"
"1953","12210223","225","1","Beacon Hill","88","moderate","Apartment","1"
"1954","12738816","196","1","Beacon Hill","100","moderate","Apartment","1"
"1955","6776075","249",NULL,"Beacon Hill","100","flexible","Apartment","1"
"1956","5709298","220","1","Beacon Hill","98","strict","Apartment","2"
"1957","6445917","178","1","Beacon Hill","98","strict","Apartment","0"
"1958","2776143","99","1","Beacon Hill","80","flexible","Apartment","0"
"1959","23619","175","1","Beacon Hill","92","strict","Apartment",NULL
"1960","7920759","300","1","Beacon Hill","100","strict","Condominium","2"
"1961","10164810","179","0.77","Beacon Hill","90","strict","Apartment","1"
"1963","11016623","160","1","Beacon Hill","100","strict","Apartment","1"
"1964","8428052","195","1","Beacon Hill","100","flexible","Apartment","1"
"1965","14374965","200","0.94","Beacon Hill","95","flexible","Apartment","1"
"1966","7527149","700","1","Beacon Hill","96","strict","Townhouse","4"
"1968","3069104","230","0.6","Beacon Hill","93","strict","Apartment","1"
"1969","1529393","499",NULL,"Beacon Hill","74","flexible","Apartment","1"
"1970","7918592","110","1","Beacon Hill","95","flexible","Apartment","1"
"1971","9248612","350","1","Beacon Hill","91","moderate","Apartment","2"
"1972","54944","185","0.89","Beacon Hill","84","super_strict_30","Apartment","1"
"1973","7837202","150","1","Beacon Hill","100","strict","Apartment","0"
"1974","5445126","175",NULL,"Beacon Hill","100","moderate","Apartment","1"
"1975","2216767","179","1","Beacon Hill","96","moderate","Apartment","1"
"1977","250345","285","0.89","Beacon Hill","89","super_strict_30","Apartment","1"
"1978","5690424","690","1","Beacon Hill","88","strict","House","4"
"1980","4461613","150","1","Beacon Hill","93","strict","Apartment","1"
"1981","6410674","175","1","Beacon Hill","95","strict","Apartment","1"
"1982","6066455","600","1","Beacon Hill","99","strict","Apartment","4"
"1984","8704161","500","1","Beacon Hill","100","strict","Apartment","2"
"1985","10653150","160","1","Beacon Hill","85","strict","Condominium","2"
"1986","4787359","250","1","Beacon Hill","90","strict","Apartment","1"
"1987","3050565","90","1","Beacon Hill","91","strict","Apartment","1"
"1988","13306811","129","1","Beacon Hill","96","moderate","Apartment","0"
"1989","7553969","140","1","Beacon Hill","96","strict","Apartment","0"
"1990","11701611","210","1","Beacon Hill","95","moderate","Apartment","1"
"1991","7244031","125","1","Beacon Hill","97","strict","Apartment","1"
"1992","4032756","188","1","Beacon Hill","96","strict","Apartment","1"
"1993","9078998","150","0.67","Beacon Hill","97","moderate","Apartment","1"
"1994","6326257","375","1","Beacon Hill","98","strict","Apartment","2"
"1995","3377100","245","1","Beacon Hill","98","strict","Apartment","1"
"1996","11306586","150","1","Beacon Hill","90","strict","Apartment","0"
"1998","7996844","130","1","Beacon Hill","90","strict","Apartment","1"
"1999","14124430","250","0.99","Beacon Hill","100","strict","Apartment","2"
"2000","8471852","120","1","Beacon Hill","99","moderate","Apartment","1"
"2001","12143408","220","0.6","Beacon Hill","100","flexible","Apartment","1"
"2002","8782592","300","0.7","Beacon Hill","94","strict","Apartment","2"
"2003","10470115","199","0.77","Beacon Hill","93","strict","Apartment","1"
"2004","7635616","155","1","Beacon Hill","100","strict","Apartment","0"
"2005","1886037","230",NULL,"Beacon Hill","100","flexible","Apartment","2"
"2006","11343485","159","0.95","Beacon Hill","86","flexible","Apartment","1"
"2007","8537786","202","1","Beacon Hill","64","flexible","Townhouse","1"
"2008","9273978","229","0.98","Beacon Hill","100","strict","Apartment","0"
"2009","14407094","129","1","Beacon Hill","100","moderate","Apartment","1"
"2011","9273395","210","0.98","Beacon Hill","97","strict","Apartment","1"
"2012","10945774","129","0.77","Beacon Hill","100","strict","Apartment","0"
"2013","13993185","200","1","Beacon Hill","96","moderate","Apartment","1"
"2014","9274587","229","0.98","Beacon Hill","89","strict","Apartment","1"
"2015","6554785","160","1","Beacon Hill","96","strict","Apartment","0"
"2016","2998554","135","1","Beacon Hill","89","moderate","Apartment","2"
"2017","4359160","99","1","Beacon Hill","75","flexible","Apartment","0"
"2018","3392423","115","1","Beacon Hill","95","moderate","Apartment","1"
"2019","14074739","175","1","Beacon Hill","100","moderate","Apartment","1"
"2020","4489490","229","1","Beacon Hill","94","strict","Apartment","0"
"2021","508017","199","1","Beacon Hill","94","moderate","Apartment","1"
"2022","8170181","200","1","Beacon Hill","93","moderate","Apartment","1"
"2023","3068453","133","0.94","Downtown","80","moderate","Apartment","0"
"2025","2821825","329","0.89","Downtown","95","super_strict_30","Apartment","2"
"2026","21891","349","0.89","Downtown","94","super_strict_30","Apartment","2"
"2028","4759640","200",NULL,"Downtown","100","flexible","Apartment","0"
"2029","4021522","329","0.89","Downtown","100","super_strict_30","Apartment","2"
"2030","9905304","375","0.98","Downtown","100","flexible","Apartment","2"
"2031","3182652","350",NULL,"Downtown","90","flexible","Apartment","2"
"2032","10742655","70","0.97","Downtown","80","strict","Apartment","1"
"2034","3653207","250","1","Downtown","91","strict","Apartment","1"
"2035","7240775","329","0.89","Downtown","100","super_strict_30","Apartment","2"
"2038","12211821","158","1","Downtown","84","strict","Apartment","0"
"2039","2747654","150","0.94","Downtown","74","moderate","Apartment","0"
"2040","13081090","279","0.71","Downtown","100","strict","Loft","2"
"2041","13216268","500","1","Downtown","90","strict","Loft","3"
"2043","1240598","152","0.94","Downtown","79","moderate","Apartment","1"
"2044","8799256","295","1","Downtown","92","moderate","Apartment","2"
"2045","4924009","128","0.94","Downtown","77","moderate","Apartment","1"
"2046","12069214","220","1","Downtown","100","strict","Apartment","0"
"2047","497810","334","1","Downtown","92","strict","Apartment","3"
"2048","12365454","290","0.97","Downtown","94","moderate","Apartment","2"
"2049","9299923","139","0.71","Downtown","94","strict","Condominium","1"
"2052","6741968","239","1","Downtown","95","strict","Apartment","1"
"2053","4275846","150","0.94","Downtown","77","moderate","Apartment","0"
"2054","13926017","290","0.86","Downtown","87","flexible","Apartment","2"
"2055","8814532","153","1","Downtown","97","strict","Apartment","2"
"2059","8420956","345","1","Downtown","100","flexible","Boat","1"
"2060","8814105","181","1","Downtown","96","strict","Apartment","3"
"2062","10730","150","1","Downtown","95","strict","Apartment","1"
"2064","14351036","80","1","Downtown","76","flexible","Apartment","1"
"2065","14679817","139","1","Downtown","100","flexible","Loft","1"
"2066","8325477","275","1","Downtown","100","moderate","Apartment","1"
"2067","9680953","135",NULL,"Downtown","95","strict","Apartment","1"
"2070","12383703","199","0.98","Downtown","93","strict","Apartment","2"
"2071","5649821","300",NULL,"Downtown","85","strict","Apartment","1"
"2072","5371687","249","1","Downtown","98","strict","Apartment","1"
"2073","8814215","167","1","Downtown","92","strict","Apartment","3"
"2074","12563549","400","1","Downtown","80","flexible","Apartment","1"
"2076","13152370","285","1","Downtown","90","moderate","Apartment","2"
"2077","12382239","250","1","Downtown","97","moderate","Apartment","2"
"2078","60356","175","1","Downtown","92","strict","Condominium","1"
"2079","1340290","110","1","Downtown","91","strict","Apartment","1"
"2080","11842312","179","0.71","Downtown","90","strict","Apartment","1"
"2081","4977034","400","1","Downtown","97","flexible","Loft","2"
"2082","4075898","289","1","Downtown","94","moderate","Apartment","1"
"2083","8696200","103","1","Downtown","95","strict","Apartment","1"
"2084","8302844","107","0.97","Downtown","89","strict","Apartment","0"
"2085","9709597","400",NULL,"Downtown","100","moderate","Other","1"
"2087","8792552","265","1","Downtown","77","strict","Apartment","2"
"2088","12087989","220","1","Downtown","98","strict","Apartment","0"
"2089","2547129","199","0.97","Downtown","91","strict","Apartment","1"
"2090","4190704","220","0.97","Downtown","81","moderate","Apartment","0"
"2091","7728499","160","1","Downtown","93","strict","Apartment","0"
"2092","12541136","230","1","Downtown","100","strict","Apartment","1"
"2094","8563141","285","1","Downtown","91","moderate","Apartment","2"
"2095","6924700","265","1","Downtown","93","moderate","Apartment","1"
"2096","6596242","185","1","Downtown","95","strict","Apartment","1"
"2097","7054912","225",NULL,"Downtown","100","flexible","Apartment","1"
"2102","12363660","206","1","Downtown","87","strict","Apartment","0"
"2103","13723404","189","0.71","Downtown","85","strict","Apartment","1"
"2106","14574734","150","1","Downtown","100","moderate","Apartment","1"
"2108","10117803","199","0.98","Downtown","80","strict","Apartment","2"
"2109","8792","154","1","Downtown","91","moderate","Apartment","1"
"2110","10295349","70","0.97","Downtown","64","strict","Bed & Breakfast","1"
"2114","9922595","169","0.98","Downtown","100","strict","Apartment","1"
"2117","11983535","199","0.98","Downtown","100","strict","Apartment","2"
"2119","14760739","80","0.98","Downtown","100","moderate","Apartment","1"
"2120","2547075","150","0.97","Downtown","88","strict","Apartment","0"
"2121","2776391","235","0.97","Downtown","96","strict","Apartment","2"
"2122","891953","175","0.97","Downtown","80","strict","Apartment","1"
"2124","973695","250","1","Downtown","93","strict","Apartment","1"
"2125","2481019","229","1","Downtown","94","strict","Apartment","1"
"2127","6134867","325","1","Downtown","93","moderate","Apartment","2"
"2128","11885653","135",NULL,"Downtown","100","flexible","Apartment","1"
"2129","10705351","125","1","Downtown","100","moderate","Apartment","1"
"2130","6936712","175","1","Downtown","92","strict","Condominium","0"
"2133","1873046","184","0.94","Downtown","79","moderate","Apartment","1"
"2134","12752020","240","1","Downtown","100","flexible","Apartment","0"
"2135","218259","269","0.89","Downtown","90","super_strict_30","Apartment","1"
"2136","5953696","225","1","Downtown","97","strict","Loft","1"
"2137","6181758","310","1","Downtown","94","moderate","Apartment","2"
"2138","5215982","285","1","Downtown","87","moderate","Apartment","1"
"2139","38579","299","0.89","Downtown","87","super_strict_30","Apartment","2"
"2140","4118162","289","1","Downtown","90","strict","Apartment","1"
"2142","4303606","115","1","Downtown","98","moderate","Bed & Breakfast","1"
"2144","13669224","200","1","Downtown","95","moderate","Apartment","1"
"2145","70481","175","1","Downtown","93","strict","Apartment","1"
"2147","4510513","229","1","Downtown","92","moderate","Apartment","0"
"2148","8327907","425","0.89","Downtown","100","strict","Apartment","1"
"2150","11866651","350","1","Downtown","99","strict","House","3"
"2151","14110129","299","1","Downtown","90","moderate","Apartment","1"
"2153","6181230","249","0.89","Downtown","90","super_strict_30","Apartment","1"
"2154","1596470","375","1","Downtown","100","strict","House","2"
"2155","8097903","329","0.89","Downtown","80","super_strict_30","Apartment","2"
"2157","4574921","300","0.97","Downtown","85","moderate","Apartment","2"
"2159","13078148","239","1","Downtown","100","strict","Apartment","0"
"2160","1248870","219","1","Downtown","98","strict","Apartment","1"
"2162","13275308","375","1","Downtown","98","moderate","Apartment","2"
"2163","13225005","218","1","Downtown","100","strict","Apartment","1"
"2164","2821921","329","0.89","Downtown","100","super_strict_30","Apartment","2"
"2166","8441187","95","1","Downtown","95","strict","Apartment","1"
"2169","14043390","150","1","Downtown","93","flexible","Apartment","1"
"2171","13812075","140","1","Downtown","99","strict","Apartment","1"
"2172","6993585","300",NULL,"Downtown","100","moderate","Apartment","1"
"2175","6686224","125","0.98","Downtown","85","moderate","Apartment","1"
"2178","2410846","150","0.97","Downtown","90","strict","Apartment","1"
"2180","2573685","249","1","Downtown","96","strict","Apartment","1"
"2181","7832890","155","1","Downtown","100","strict","Apartment","0"
"2182","13730500","250","0.5","Downtown","93","flexible","Apartment","2"
"2184","9111413","240","0.97","Downtown","86","moderate","Apartment","1"
"2185","11061030","240","1","Downtown","100","moderate","Other","1"
"2186","12987348","375","1","Downtown","95","moderate","Apartment","2"
"2187","8340072","225","1","Downtown","90","moderate","Apartment","1"
"2188","1966195","389","0.96","Downtown","96","moderate","Apartment","2"
"2189","12815192","175","0.83","Downtown","93","strict","Apartment","1"
"2190","7914359","365","1","Downtown","94","moderate","Apartment","2"
"2191","820073","449","1","Downtown","99","strict","Loft","1"
"2193","4489588","249","1","Downtown","97","moderate","Apartment","1"
"2194","1868124","293","0.96","Downtown","95","moderate","Apartment","1"
"2196","67946","249","0.89","Fenway","100","super_strict_30","Apartment","1"
"2197","52423","349","0.89","Fenway","93","super_strict_30","Apartment","2"
"2198","54215","349","0.89","Fenway","80","super_strict_30","Apartment","2"
"2199","54487","309","0.89","Fenway","100","super_strict_30","Apartment","1"
"2201","25142","349","0.89","Fenway","88","super_strict_30","Apartment","2"
"2202","9364092","158","1","Fenway","100","flexible","Apartment","1"
"2209","14608495","85","1","Fenway","80","strict","Apartment","1"
"2213","7211531","67","1","Fenway","89","moderate","Apartment","1"
"2214","6923446","175","1","Fenway","96","flexible","Apartment","1"
"2215","39116","99","0.7","Fenway","97","strict","Apartment","1"
"2216","3992208","99","1","Fenway","76","flexible","Apartment","0"
"2217","4577188","127","1","Fenway","84","strict","Apartment","1"
"2219","14418593","300","1","Fenway","80","moderate","Apartment","1"
"2220","3985462","199","1","Fenway","98","strict","Apartment","1"
"2221","14486237","300","1","Fenway","100","moderate","Apartment","1"
"2222","14469894","300","1","Fenway","100","moderate","Apartment","1"
"2223","13434817","200","1","Fenway","91","strict","Apartment","2"
"2224","14274311","150","1","Fenway","100","strict","Apartment","1"
"2225","14221294","75","0.97","Fenway","100","flexible","Apartment","1"
"2226","1867754","228","0.96","Fenway","46","moderate","Apartment","1"
"2227","14368660","99","1","Fenway","100","strict","Apartment","1"
"2229","1695275","99","1","Fenway","78","flexible","Apartment","1"
"2230","11592154","298","1","Fenway","100","strict","Apartment","1"
"2232","2915595","299","1","Fenway","98","moderate","Apartment","1"
"2233","8249201","90",NULL,"Fenway","80","flexible","Apartment","0"
"2235","2243499","285","0.96","Fenway","80","moderate","Apartment","1"
"2236","6356533","279","0.96","Fenway","90","moderate","Apartment","2"
"2237","10231714","140","1","Fenway","95","strict","Apartment","1"
"2238","9452993","60","1","Fenway","89","moderate","Apartment","1"
"2239","7650016","130","1","Fenway","97","flexible","Apartment","0"
"2241","6240901","88","1","Fenway","77","moderate","Apartment","1"
"2242","13073078","60","1","Fenway","100","strict","Apartment","1"
"2243","6568621","279","0.96","Fenway","84","moderate","Apartment","2"
"2244","3914363","219","0.96","Fenway","92","moderate","Apartment","1"
"2245","12630619","140","1","Fenway","94","strict","Apartment","1"
"2246","6453686","140","0.6","Fenway","95","strict","Apartment","0"
"2247","3783090","160","0.97","Fenway","100","flexible","Apartment","0"
"2248","12826881","75","0.83","Fenway","89","flexible","Apartment","1"
"2249","6027467","239","0.98","Fenway","100","strict","Apartment","1"
"2250","14252020","74","0.82","Fenway","93","flexible","Apartment","1"
"2255","5125723","100","0.7","Fenway","97","moderate","Apartment","1"
"2257","9845039","100",NULL,"Fenway","87","flexible","Apartment","1"
"2258","10995976","77","1","Fenway","83","flexible","Apartment","1"
"2260","12973308","300","1","Fenway","100","moderate","Apartment","1"
"2261","12432623","85","1","Fenway","80","moderate","Apartment","1"
"2265","13449049","140","1","Fenway","100","flexible","Apartment","1"
"2267","228883","349","0.89","Fenway","94","super_strict_30","Apartment","2"
"2270","6951829","319","0.98","Fenway","100","strict","Apartment","2"
"2271","13709190","89","1","Fenway","79","flexible","Apartment","1"
"2273","6516588","175","0.5","Fenway","98","flexible","Apartment","1"
"2274","11087731","100","1","Fenway","100","flexible","Apartment","2"
"2275","1863443","219","0.96","Fenway","80","moderate","Apartment","1"
"2278","12446656","80","1","Fenway","90","moderate","Apartment","1"
"2279","13724578","120","1","Fenway","80","moderate","Apartment","1"
"2280","1864705","279","0.96","Fenway","86","moderate","Apartment","2"
"2282","4109165","219","0.96","Fenway","80","moderate","Apartment","1"
"2284","6927063","69","1","Fenway","93","flexible","Apartment","1"
"2286","7499960","295","1","Fenway","90","moderate","Condominium","1"
"2287","5990896","85","1","Fenway","85","strict","Apartment","1"
"2288","13147585","60","0.9","Fenway","96","flexible","Apartment","1"
"2290","13546070","239","0.97","Fenway","100","flexible","Apartment","1"
"2291","6844012","199","0.98","Fenway","100","strict","Apartment","2"
"2292","14662927","83","1","Fenway","90","flexible","Apartment","1"
"2293","2174476","189","1","Fenway","93","strict","Apartment","0"
"2294","9367059","229","1","Fenway","93","strict","Apartment","1"
"2295","14774868","85",NULL,"Fenway","100","flexible","Apartment","1"
"2296","11431331","289","1","Fenway","93","moderate","Apartment","1"
"2297","9130532","110",NULL,"Fenway","90","flexible","Apartment","0"
"2298","13397201","175","1","Fenway","100","flexible","Apartment","1"
"2299","1141888","149","0.93","Fenway","90","moderate","House","1"
"2301","8165898","319","0.98","Fenway","93","strict","Apartment","2"
"2304","10186477","50",NULL,"Fenway","100","flexible","Apartment","1"
"2307","4565470","279","0.96","Fenway","93","moderate","Apartment","2"
"2309","6072693","199","1","Fenway","97","moderate","Apartment","1"
"2310","13298014","77","1","Fenway","60","flexible","Apartment","1"
"2311","9855","259","0.89","Fenway","90","super_strict_30","Apartment","1"
"2315","14360470","70","1","Fenway","100","flexible","Apartment","1"
"2316","6446940","98","1","Fenway","70","flexible","Apartment","1"
"2317","7869497","349","0.98","Fenway","60","strict","Apartment","1"
"2318","14468407","90","1","Fenway","90","flexible","Apartment","1"
"2319","6790961","319","0.98","Fenway","100","strict","Apartment","2"
"2320","12183851","70","1","Fenway","79","moderate","Apartment","1"
"2323","14823724","200","0.99","Fenway","100","strict","Apartment","1"
"2324","9496325","145","0.94","Fenway","87","strict","Apartment","1"
"2327","13082258","52",NULL,"Fenway","80","flexible","Apartment","1"
"2328","10149314","169","0.98","Fenway","80","strict","Apartment","1"
"2330","6317304","193","1","Fenway","95","strict","Apartment","1"
"2331","2663667","155","0","Fenway","95","moderate","Apartment","0"
"2332","13968572","150","0.3","Fenway","100","flexible","Apartment","1"
"2333","12592117","299","0.99","Fenway","90","strict","Apartment","2"
"2335","11985521","169","0.98","Fenway","100","strict","Apartment","1"
"2336","11035223","103","0.86","Fenway","93","flexible","Apartment","0"
"2337","8336347","319","0.98","Fenway","100","strict","Apartment","2"
"2338","13083058","120","1","Fenway","100","moderate","Apartment","0"
"2341","7840131","160","1","Fenway","95","moderate","Apartment","1"
"2346","3303497","200",NULL,"Fenway","92","moderate","Apartment","2"
"2350","6316145","180","1","Fenway","97","strict","Apartment","1"
"2351","11788394","220","0.8","Fenway","100","flexible","Apartment","1"
"2352","13017162","199","0.97","Fenway","88","moderate","Apartment","1"
"2353","1819994","310","1","Fenway","60","flexible","Condominium","1"
