"index","id","price","host_response_rate","neighbourhood_cleansed","review_scores_rating","cancellation_policy","property_type","bedrooms"
"942","8902304","279","0.71","South End","96","strict","Condominium","2"
"943","7919500","289","0.71","South End","93","strict","Condominium","1"
"944","7456890","229",NULL,"South End","94","strict","Apartment","1"
"945","8987722","154","1","South End","93","moderate","Apartment","1"
"946","9208166","236","0.86","South End","96","moderate","Apartment","2"
"947","7540480","175","1","South End","94","strict","Apartment","1"
"949","7921131","229","0.71","South End","91","strict","Condominium","1"
"950","8988506","234","1","South End","94","moderate","Apartment","2"
"951","7634365","329","0.71","South End","96","strict","Apartment","2"
"952","7358714","209","0.71","South End","80","strict","Apartment","1"
"953","2326445","195","1","South End","96","moderate","Apartment","0"
"954","8518665","169","0.71","South End","100","strict","Apartment","1"
"955","13494185","145","1","South End","96","strict","Townhouse","0"
"956","10427199","219","0.91","South End","90","strict","Apartment","0"
"957","851927","150","1","South End","100","strict","Apartment","1"
"958","12287958","215","1","South End","100","strict","Apartment","0"
"959","4461901","155","1","South End","100","strict","Apartment","1"
"960","5714786","138","0.98","South End","70","strict","Apartment","0"
"962","1277618","170",NULL,"South End","84","strict","Apartment","1"
"963","9731479","195","1","South End","94","strict","Apartment","2"
"964","1899770","125",NULL,"South End","97","strict","Apartment","1"
"965","13707814","250","1","South End","100","strict","Condominium","2"
"966","2916208","100","1","South End","92","moderate","Apartment","1"
"967","8082512","137","1","South End","100","strict","Apartment","0"
"969","8686165","199","0.71","South End","91","strict","Condominium","1"
"970","4750791","239","1","South End","93","strict","Apartment","1"
"971","8846202","185","0.92","South End","98","moderate","Apartment","1"
"972","2292495","175","1","South End","93","strict","Apartment","1"
"973","13171246","200","1","South End","95","strict","Apartment","2"
"974","1489289","175","1","South End","93","strict","Apartment","1"
"975","14591627","125","1","South End","100","moderate","Condominium","1"
"976","12384469","150","1","South End","100","flexible","Apartment","1"
"978","9933886","75","0.9","South End","83","flexible","Other","1"
"979","7205210","200","1","South End","100","moderate","Apartment","1"
"980","13318173","275","1","South End","100","flexible","Apartment","2"
"982","5783197","600","1","South End","99","moderate","Apartment","3"
"983","7796658","125","1","South End","94","flexible","Apartment","1"
"984","11588543","265","1","South End","96","moderate","Apartment","2"
"985","1275498","160","1","South End","89","strict","Apartment","1"
"986","8025718","155","1","South End","93","strict","Apartment","0"
"988","4879702","99","1","South End","98","strict","Apartment","1"
"989","225224","98","1","South End","91","moderate","House","1"
"991","12253029","125","0.8","South End","97","flexible","Apartment","0"
"992","7714627","235","1","South End","98","strict","Apartment","1"
"993","12890156","149","0.68","South End","92","strict","Apartment","1"
"994","5074924","100","0.98","South End","84","strict","Apartment","0"
"995","2372987","164","0.98","South End","86","strict","Apartment","1"
"996","7368611","185","1","South End","92","strict","Apartment","2"
"997","3601030","250","1","South End","97","flexible","Apartment","1"
"999","14414330","275","1","South End","100","flexible","Apartment","2"
"1000","4860853","225","0.98","South End","80","strict","Apartment","0"
"1001","5532549","250","0.9","South End","95","strict","Apartment","2"
"1003","9663423","115","1","South End","100","strict","Condominium","1"
"1004","6763409","150","1","South End","67","strict","Apartment","0"
"1005","3289921","170","1","South End","88","moderate","Apartment","0"
"1006","5976821","125","1","South End","97","moderate","Apartment","1"
"1007","8680170","250",NULL,"South End","100","flexible","Apartment","2"
"1008","11841986","229","0.71","South End","73","strict","Apartment","2"
"1009","6287797","90",NULL,"South End","100","moderate","Apartment","1"
"1010","8827268","200","1","South End","100","strict","Apartment","1"
"1011","5075267","100","0.98","South End","76","strict","Apartment","0"
"1012","798957","306","1","South End","97","strict","Apartment","2"
"1013","11710680","229","0.8","South End","95","strict","Apartment","2"
"1014","11686744","199","0.71","South End","100","strict","Condominium","1"
"1015","8088370","67","1","South End","93","flexible","Loft","1"
"1016","4742275","120","1","South End","97","strict","Apartment","0"
"1017","7645862","239","1","South End","100","strict","Apartment","0"
"1019","9611852","197","0.9","South End","98","moderate","Apartment","0"
"1020","7294565","85",NULL,"South End","80","flexible","Apartment","1"
"1022","8303267","1300","1","South End","100","strict","House","5"
"1023","9728602","266","0.5","South End","100","flexible","Apartment","2"
"1024","5058148","160",NULL,"South End","95","flexible","Apartment","1"
"1026","11873789","280","0.8","South End","93","moderate","Apartment","2"
"1028","585148","225","1","South End","93","strict","Apartment","1"
"1029","5582163","170","0.9","South End","97","flexible","Apartment","1"
"1030","5352623","168","1","South End","100","strict","Bed & Breakfast","1"
"1031","322593","183","1","South End","94","strict","Apartment","1"
"1033","11902134","300","1","South End","88","strict","Apartment","2"
"1034","14461998","166","1","South End","90","flexible","Apartment","0"
"1035","10227043","350","1","South End","98","strict","Apartment","2"
"1037","2683284","190","1","South End","92","strict","Apartment","1"
"1038","11397511","180","1","South End","96","strict","Apartment","1"
"1039","1252289","99","1","South End","97","moderate","Apartment","1"
"1040","4679319","110","1","South End","75","strict","Apartment","0"
"1041","8006992","210","1","South End","100","strict","Apartment","1"
"1042","7513605","155","1","South End","80","strict","Apartment","0"
"1043","8371115","178","1","South End","100","strict","Apartment","1"
"1044","13378987","600","1","South End","83","flexible","Condominium","4"
"1046","13378936","170","1","South End","100","strict","Townhouse","1"
"1047","11041684","129","0.77","South End","96","strict","Apartment","0"
"1048","13378923","160","1","South End","100","strict","Townhouse","0"
"1050","6348631","149","1","South End","90","strict","Apartment","2"
"1051","9840919","175","1","South End","90","strict","Apartment","1"
"1052","5734770","150","0.92","South End","95","moderate","Apartment","1"
"1053","8480507","250","1","South End","100","strict","Apartment","1"
"1054","9430774","100",NULL,"South End","100","flexible","Loft","1"
"1055","4364925","200","1","South End","95","strict","Apartment","2"
"1056","12426977","120","0.9","South End","93","flexible","Apartment","0"
"1057","7511737","150","1","South End","100","strict","Apartment","0"
"1058","7694365","152","1","South End","100","strict","Apartment","0"
"1059","12508801","200","1","South End","100","flexible","Apartment","1"
"1060","10083878","170","1","South End","97","moderate","Apartment","1"
"1061","990668","157","1","South End","98","strict","Apartment","1"
"1062","10427882","229","0.91","South End","93","strict","Apartment","1"
"1065","6677700","210","1","South End","89","strict","Apartment","2"
"1066","8316068","110","1","South End","96","moderate","Condominium","1"
"1068","6972426","575","1","South End","99","strict","Townhouse","2"
"1070","6038520","200","0.9","South End","98","strict","Apartment","1"
"1071","3236496","115","1","South End","100","strict","Apartment","0"
"1072","8200839","110","1","South End","96","moderate","Condominium","1"
"1073","1106555","500","1","South End","94","strict","Other","1"
"1074","6939126","250","1","South End","77","strict","Apartment","1"
"1076","8595650","200","1","South End","99","strict","Apartment","1"
"1077","2549840","417","0.98","South End","90","strict","Apartment","3"
"1078","5088560","600","1","South End","100","strict","Condominium","2"
"1079","4364989","175","1","South End","95","strict","Apartment","1"
"1080","14091605","69","1","South End","94","moderate","Loft","1"
"1083","6758443","150","1","South End","90","strict","Apartment","1"
"1085","1810397","800","1","South End","98","strict","Apartment","3"
"1087","7377034","133","1","South End","95","moderate","Condominium","1"
"1088","8201104","299","1","South End","100","moderate","Condominium","3"
"1089","13460331","135","1","South End","100","strict","Apartment","1"
"1090","14770892","275","1","South End","100","moderate","Condominium","2"
"1091","453660","99","1","South End","96","strict","Apartment","1"
"1093","12049787","170","1","South End","88","strict","Apartment","0"
"1094","3808557","450",NULL,"South End","100","strict","Apartment","2"
"1097","12034317","200",NULL,"South End","100","moderate","Apartment","1"
"1098","3842286","189","1","South End","99","moderate","Apartment","1"
"1099","13377097","150","1","South End","96","strict","Townhouse","0"
"1100","7920541","179","0.71","South End","96","strict","Condominium","1"
"1101","2694019","250","1","South End","90","strict","Apartment","1"
"1102","11590512","229","0.71","South End","92","strict","Condominium","1"
"1103","10656576","250","1","South End","100","moderate","Apartment","1"
"1104","5593888","89","1","South End","86","strict","Apartment","1"
"1105","9706279","80",NULL,"South End","100","flexible","Apartment","1"
"1107","7592616","140",NULL,"South End","100","flexible","Apartment","1"
"1108","826555","84","1","South End","80","moderate","Apartment","1"
"1109","7740592","700","1","South End","100","strict","House","2"
"1111","10656206","200","1","South End","93","strict","Apartment","2"
"1113","7095320","150","1","South End","70","flexible","Apartment","2"
"1114","12308161","119","1","South End","97","strict","Apartment","1"
"1115","9508975","300","1","South End","100","moderate","Apartment","2"
"1116","6248526","170",NULL,"South End","90","strict","Apartment","1"
"1117","1071144","269","0.89","South End","91","super_strict_30","Apartment",NULL
"1118","989163","170","1","South End","98","strict","Apartment","1"
"1119","9197535","100","1","South End","73","strict","Apartment","1"
"1120","22354","135","1","South End","88","moderate","Bed & Breakfast","1"
"1121","12916551","159","1","South End","98","strict","Apartment","1"
"1122","7214920","250","1","South End","92","flexible","Condominium","2"
"1123","7755144","225","1","South End","98","strict","Apartment","1"
"1124","10391455","75","1","South End","96","moderate","Apartment","1"
"1125","5639731","144","0.98","South End","83","strict","Apartment","0"
"1126","9574727","170","1","South End","100","strict","Apartment","0"
"1127","6134013","120","1","South End","98","moderate","House","1"
"1128","14522631","139","1","South End","100","strict","Apartment","1"
"1129","4461846","147","1","South End","75","strict","Apartment","0"
"1130","6444303","217","1","South End","99","strict","Apartment","1"
"1132","22208","225","0.89","South End","90","super_strict_30","Apartment",NULL
"1133","7575052","200","1","South End","97","strict","Apartment","1"
"1135","14125957","150","1","South End","97","strict","Apartment","0"
"1136","12587887","279","0.9","South End","100","strict","Apartment","2"
"1137","1038465","135","1","South End","88","moderate","House","1"
"1139","8753913","240","1","South End","96","flexible","Apartment","2"
"1140","9949819","77",NULL,"South End","100","flexible","Apartment","1"
"1141","2495047","160","1","South End","88","strict","Apartment","0"
"1143","10671192","175","1","South End","100","strict","Apartment","1"
"1145","9474436","228","1","South End","95","moderate","Apartment","1"
"1146","1200502","145","1","South End","87","strict","Apartment","1"
"1147","9757412","89","1","South End","96","strict","Apartment","1"
"1148","7508063","238","1","South End","96","flexible","Apartment","2"
"1149","7901248","161","1","South End","93","strict","Apartment","1"
"1150","14094279","149","1","South End","100","moderate","Apartment","1"
"1151","7114655","300","1","South End","90","strict","Condominium","2"
"1152","8815257","177","1","South End","93","moderate","Apartment","2"
"1153","2215762","185","1","South End","99","strict","Apartment","1"
"1154","14372667","240","1","South End","100","flexible","Apartment","1"
"1155","3903273","225",NULL,"South End","95","strict","Apartment","1"
"1156","12979965","125","1","South End","93","moderate","Condominium","1"
"1158","5067019","150","1","South End","100","moderate","Apartment","2"
"1159","5640375","122","0.98","South End","84","strict","Apartment","0"
"1162","13713445","170","1","South End","100","strict","Townhouse","1"
"1163","13078068","160","1","South End","90","flexible","Condominium","1"
"1164","7095658","199","1","South End","90","flexible","Apartment","2"
"1165","8096900","160","0.89","South End","90","moderate","Apartment","2"
"1166","6426364","200","1","South End","95","strict","Apartment","1"
"1167","4787233","200","1","South End","93","strict","Apartment","2"
"1169","12094488","350","1","South End","100","flexible","Condominium","2"
"1170","8211468","139","1","South End","95","moderate","Apartment","1"
"1171","1428355","80","1","South End","96","moderate","Apartment","0"
"1172","12290886","215","1","South End","80","strict","Apartment","1"
"1173","526970","130","1","South End","90","moderate","House","1"
"1174","2395326","183","1","South End","97","strict","Condominium","1"
"1175","10734159","188","0.99","South End","98","strict","Apartment","2"
"1176","8014383","215","1","South End","80","strict","Apartment","1"
"1177","4609785","75","0.8","South End","93","flexible","Apartment","1"
"1179","5834930","125","0.9","South End","85","flexible","Apartment","1"
"1180","8309604","290","0.5","South End","100","moderate","Apartment","2"
"1181","7965521","215","1","South End","99","moderate","Apartment","1"
"1182","1401625","255","0.89","South End","100","super_strict_30","Apartment","1"
"1183","11470818","300","0.9","South End","100","strict","Apartment","1"
"1186","8406972","250","1","South End","98","strict","Apartment","1"
"1187","5768819","155","1","South End","87","strict","Apartment","0"
"1188","5588537","200","1","South End","100","strict","Apartment","2"
"1189","10656899","119","1","South End","93","strict","Apartment","1"
"1190","6276572","189","1","South End","96","moderate","Apartment","1"
"1191","625012","250","1","South End","96","strict","Apartment","1"
"1192","13912472","254","1","South End","98","super_strict_30","Apartment","1"
"1194","6850880","137","1","South End","80","strict","Apartment","0"
"1195","7325084","146",NULL,"South End","60","flexible","Apartment","0"
"1196","705919","199","1","South End","96","strict","Apartment","1"
"1199","5718801","150","1","South End","80","strict","Apartment","0"
"1201","4410142","200","1","South End","92","moderate","Apartment","1"
"1202","8301926","99","1","South End","100","strict","Apartment","1"
"1203","5153080","139","1","South End","100","flexible","Apartment","1"
"1204","4278067","175","1","South End","91","strict","Apartment","0"
"1205","7620413","200",NULL,"South End","100","strict","Condominium","1"
"1206","1214214","450",NULL,"South End","100","strict","Apartment","2"
"1207","14489201","165","1","South End","87","strict","Apartment","0"
"1209","1425973","350","1","South End","86","strict","House","1"
"1210","986399","295","1","South End","90","moderate","Townhouse","1"
"1211","4549374","199","1","South End","97","strict","Apartment","1"
"1212","639101","299","1","South End","100","strict","Bed & Breakfast","1"
"1213","9207914","130","0.86","South End","95","moderate","Apartment","1"
"1214","1365335","160",NULL,"South End","98","strict","Apartment","1"
"1216","11585459","220","0.7","South End","60","flexible","House","1"
"1217","5769127","150","1","South End","90","strict","Apartment","0"
"1218","4294557","280","1","South End","100","moderate","Condominium","2"
"1219","6851459","150","1","South End","85","strict","Apartment","0"
"1220","5932267","250",NULL,"South End","100","strict","Apartment","1"
"1221","6075932","185","0.92","South End","96","strict","Apartment","1"
"1222","8782991","140","0.71","South End","88","strict","Apartment","1"
"1223","4588530","150",NULL,"South End","100","moderate","Apartment","1"
"1224","13697966","165","1","South End","87","strict","Apartment","0"
"1225","8970393","275","1","South End","97","flexible","Apartment","1"
"1227","5718921","225","1","South End","96","strict","Apartment","2"
"1228","4178790","235","0.98","South End","89","strict","Apartment","2"
"1229","11687122","189","0.71","South End","92","strict","Condominium","1"
"1231","11796879","90",NULL,"South End","90","moderate","Apartment","1"
"1232","442735","250","0.9","South End","98","moderate","Apartment","2"
"1233","12318093","195","1","South End","70","moderate","Apartment","0"
"1234","3415245","650","1","South End","100","strict","Apartment","3"
"1236","12812461","225","1","South End","90","flexible","Apartment","1"
"1238","10634364","149","1","South End","100","strict","Apartment","1"
"1239","543078","379","0.89","Back Bay","93","super_strict_30","Apartment","2"
"1241","68902","359","0.89","Back Bay","87","super_strict_30","Apartment","2"
"1242","627048","299","0.89","Back Bay","91","super_strict_30","Apartment","2"
"1243","5280183","110","0.7","Back Bay","93","strict","Apartment","0"
"1244","9918240","170","0.8","Back Bay","100","flexible","Apartment","0"
"1245","11275963","130","0.7","Back Bay","95","strict","Apartment","0"
"1246","3182473","259","0.89","Back Bay","89","super_strict_30","Apartment","1"
"1249","8048838","175",NULL,"Back Bay","100","flexible","Condominium","1"
"1250","56927","289","0.89","Back Bay","96","super_strict_30","Apartment","1"
"1251","9824","209","0.89","Back Bay","78","super_strict_30","Apartment",NULL
"1252","2189086","80","1","Back Bay","80","strict","Apartment","1"
"1254","9860","251","0.89","Back Bay","85","super_strict_30","Apartment","1"
"1255","1174776","185",NULL,"Back Bay","97","flexible","Apartment","0"
"1256","28150","251","0.89","Back Bay","81","super_strict_30","Apartment","1"
"1257","716643","349","0.89","Back Bay","93","super_strict_30","Apartment","2"
"1258","13589","389","0.89","Back Bay","88","super_strict_30","Apartment","3"
"1260","9857","342","0.89","Back Bay","87","super_strict_30","Apartment","2"
"1261","12603280","232","1","Back Bay","80","moderate","Apartment","1"
"1262","10882267","1250",NULL,"Back Bay","100","strict","Apartment","3"
"1263","4948724","249","1","Back Bay","98","strict","Apartment","1"
"1264","6214710","135","1","Back Bay","96","strict","Apartment","0"
"1265","2701124","280","0.9","Back Bay","94","strict","Apartment","1"
"1266","9373802","155","0.99","Back Bay","82","strict","Apartment","1"
"1267","14217967","200","0.9","Back Bay","100","flexible","Apartment","0"
"1268","7749568","150","1","Back Bay","96","flexible","Apartment","1"
"1269","10037387","239","0.91","Back Bay","82","strict","Apartment","2"
"1271","1322461","174","1","Back Bay","98","moderate","Apartment","1"
"1272","7728508","199","0.71","Back Bay","93","strict","Apartment","0"
"1273","2277821","425","1","Back Bay","99","strict","Apartment","2"
"1275","6908525","160","1","Back Bay","83","strict","Apartment","0"
"1276","7856323","199","0.71","Back Bay","86","strict","Apartment","0"
"1277","7474855","150","1","Back Bay","80","strict","Apartment","0"
"1278","7475379","150","1","Back Bay","93","strict","Apartment","0"
"1279","6879036","150","1","Back Bay","100","strict","Apartment","0"
"1280","2881388","695","1","Back Bay","96","strict","Apartment","3"
"1282","7474044","148","1","Back Bay","100","strict","Apartment","0"
"1284","8410270","160",NULL,"Back Bay","60","strict","Apartment","1"
"1285","7698631","300",NULL,"Back Bay","100","moderate","Apartment","2"
"1289","8663351","160","1","Back Bay","95","strict","Apartment","0"
"1292","4603803","100",NULL,"Back Bay","80","strict","Apartment","1"
"1293","13614982","225","0.9","Back Bay","91","strict","Apartment","1"
"1294","4143561","363","0.96","Back Bay","92","moderate","Apartment","2"
"1295","12304165","105","0.92","Back Bay","88","moderate","Apartment","1"
"1296","6323935","185","1","Back Bay","96","moderate","Apartment","1"
"1297","311240","175","1","Back Bay","90","strict","Apartment","0"
"1298","4603588","175","0.7","Back Bay","93","strict","Apartment","1"
"1299","13090471","80","1","Back Bay","100","strict","Apartment","1"
"1301","9993602","219","0.98","Back Bay","80","strict","Apartment","1"
"1304","13466910","350","0.99","Back Bay","100","strict","Apartment","2"
"1306","5455004","232","1","Back Bay","92","strict","Apartment","2"
"1307","6552654","180","1","Back Bay","97","moderate","Apartment","1"
"1308","8584276","189","1","Back Bay","86","strict","Condominium","1"
"1309","1264217","165","1","Back Bay","97","moderate","Apartment","1"
"1311","48612","375","1","Back Bay","90","moderate","Apartment","2"
"1312","5455293","298","1","Back Bay","94","strict","Apartment","2"
"1314","7961477","245",NULL,"Back Bay","100","strict","Apartment","1"
"1315","1964878","363","0.96","Back Bay","92","moderate","Apartment","2"
"1316","1329627","259","0.89","Back Bay","60","super_strict_30","Apartment","1"
"1317","5454513","276","1","Back Bay","92","strict","Apartment","2"
"1318","13592","359","0.89","Back Bay","71","super_strict_30","Apartment","2"
"1320","10811","165","0.78","Back Bay","87","strict","Condominium","0"
"1323","14711359","135","1","Back Bay","100","strict","Apartment","1"
"1325","14322091","107","1","Back Bay","100","strict","Apartment","1"
"1326","13433298","150","1","Back Bay","98","flexible","Condominium","0"
"1328","12286410","285","1","Back Bay","93","strict","Apartment","1"
"1329","2374089","195","1","Back Bay","100","strict","Apartment","0"
"1330","1948096","385",NULL,"Back Bay","87","strict","Apartment","2"
"1331","9238963","110",NULL,"Back Bay","100","moderate","Apartment","0"
"1333","10860611","120","1","Back Bay","100","flexible","Apartment","1"
"1334","12154934","163","1","Back Bay","78","strict","Apartment","1"
"1336","4044840","298","0.96","Back Bay","92","moderate","Apartment","1"
"1337","13711334","225","1","Back Bay","80","strict","Apartment","1"
"1338","11122394","450","1","Back Bay","100","moderate","Apartment","2"
"1339","9991857","319","0.98","Back Bay","100","strict","Apartment","2"
"1340","1341072","175","1","Back Bay","91","strict","Apartment","1"
"1341","56937","299","0.89","Back Bay","88","super_strict_30","Apartment","2"
"1342","9144588","165","1","Back Bay","97","strict","Apartment","0"
"1343","1498719","250","1","Back Bay","96","strict","Apartment","0"
"1344","1717816","99","0.7","Back Bay","90","strict","Apartment","1"
"1345","11590000","209","0.71","Back Bay","84","strict","Apartment","1"
"1346","6895050","250","0.9","Back Bay","100","strict","Condominium","1"
"1347","10138904","330","0.77","Back Bay","96","strict","Apartment","3"
"1348","11121872","150","1","Back Bay","100","moderate","Apartment","1"
"1349","6121709","139","0.92","Back Bay","93","flexible","Apartment","1"
"1350","4065578","200","0.95","Back Bay","95","strict","Apartment","1"
"1351","9974833","249","0.83","Back Bay","80","flexible","Apartment","1"
"1353","9809914","105","0.99","Back Bay","93","strict","Apartment","1"
"1354","4490826","363","0.96","Back Bay","80","moderate","Apartment","2"
"1355","1551205","464","1","Back Bay","97","moderate","Apartment","2"
"1356","3601254","97","0.96","Back Bay","75","strict","Apartment","0"
"1357","9346513","250","0.9","Back Bay","97","strict","Condominium","1"
"1358","4870883","150",NULL,"Back Bay","90","strict","Apartment","0"
"1359","8351880","151","1","Back Bay","93","moderate","Apartment","1"
"1360","12441","399","0.89","Back Bay","86","super_strict_30","Apartment","3"
"1361","7860369","210",NULL,"Back Bay","80","moderate","Apartment","1"
"1362","11905849","207","0.97","Back Bay","100","moderate","Apartment","1"
"1363","5581575","315","1","Back Bay","98","moderate","Apartment","2"
"1364","11201204","105","1","Back Bay","96","moderate","Apartment","0"
"1365","12626504","190","0.9","Back Bay","100","moderate","Apartment","1"
"1366","1372816","209","0.89","Back Bay","87","super_strict_30","Apartment",NULL
"1367","13218392","145","1","Back Bay","87","strict","Apartment","0"
"1368","12268144","200","1","Back Bay","100","moderate","Apartment","1"
"1370","14603013","170","1","Back Bay","100","moderate","Condominium","0"
"1371","13872339","329","1","Back Bay","100","strict","Apartment","2"
"1372","12020829","297","0.97","Back Bay","87","moderate","Apartment","2"
"1373","1776190","349","0.89","Back Bay","83","super_strict_30","Apartment","1"
"1375","29155","451","0.89","Back Bay","89","super_strict_30","Apartment","3"
"1376","13674964","179","0.92","Back Bay","96","strict","Apartment","1"
"1377","9677207","150",NULL,"Back Bay","95","flexible","Apartment","1"
"1378","8497555","139","1","Back Bay","90","strict","Apartment","0"
"1379","10070404","174","0.77","Back Bay","93","strict","Apartment","2"
"1380","12953937","196","1","Back Bay","100","moderate","Apartment","1"
"1381","2108738","150","1","Back Bay","86","moderate","Apartment","0"
"1382","1811776","189","1","Back Bay","92","strict","Apartment","1"
"1383","1090413","120","1","Back Bay","91","strict","House","1"
"1385","10084216","200","1","Back Bay","100","moderate","Apartment","1"
"1386","10266928","229","0.91","Back Bay","80","strict","Apartment","1"
"1388","11462476","200","1","Back Bay","92","strict","Apartment","1"
"1389","10266397","249","0.91","Back Bay","65","strict","Apartment","1"
"1390","9414403","97","1","Back Bay","96","moderate","Apartment","1"
"1393","8822499","200","0.9","Back Bay","100","moderate","Apartment","1"
"1394","10228457","200","1","Back Bay","100","strict","Apartment","0"
"1396","9725178","205","0.92","Back Bay","99","strict","Apartment","1"
"1397","6009031","220",NULL,"Back Bay","60","moderate","Apartment","1"
"1400","6677469","295","1","Back Bay","100","flexible","Apartment","2"
"1401","3302294","245","1","Back Bay","83","strict","Apartment","1"
"1403","6759004","150","1","Back Bay","87","strict","Apartment","0"
"1404","13017460","232","1","Back Bay","100","moderate","Apartment","1"
"1405","4516065","298","0.96","Back Bay","80","moderate","Apartment","1"
"1407","12797493","40","1","Back Bay","100","flexible","Other","1"
"1408","5992501","235","1","Back Bay","98","moderate","Condominium","1"
"1409","5791960","194","0.98","Back Bay","93","strict","Apartment","1"
"1410","10264774","299","0.91","Back Bay","86","strict","Apartment","2"
"1413","9855805","229","0.91","Back Bay","91","strict","Apartment","2"
"1414","7740436","175","1","Back Bay","99","flexible","Apartment","0"
"1415","6921241","230","1","Back Bay","100","strict","Apartment","1"
"1418","9920084","319","0.98","Back Bay","80","strict","Apartment","2"
"1419","754845","209","0.89","Back Bay","92","super_strict_30","Apartment",NULL
"1420","4777111","160","1","Back Bay","97","strict","Loft","0"
"1421","13015832","257","0.97","Back Bay","87","moderate","Apartment","2"
"1422","13015927","199","0.97","Back Bay","100","moderate","Apartment","1"
"1423","13589343","159","1","Back Bay","91","strict","Condominium","0"
"1425","705900","229","1","Back Bay","96","strict","Apartment","1"
"1426","8577620","169","1","Back Bay","96","flexible","Apartment","1"
"1427","12390027","175","0.94","Back Bay","87","moderate","Apartment","1"
"1428","9231486","375","1","Back Bay","99","strict","Apartment","2"
"1429","10542140","350","1","Back Bay","99","moderate","Apartment","2"
"1430","11885148","325","1","Back Bay","80","strict","Apartment","1"
"1432","10164759","179","0.77","Back Bay","95","strict","Apartment","1"
"1433","6685682","259","0.98","Back Bay","93","strict","Apartment","1"
"1434","11082235","299","1","Back Bay","99","moderate","Apartment","1"
"1435","4020650","139","0.96","Back Bay","81","strict","Apartment","0"
"1436","4446413","363","0.96","Back Bay","73","moderate","Apartment","2"
"1437","7840797","218","1","Back Bay","89","strict","Apartment","3"
"1438","3528826","239","1","Back Bay","98","strict","Apartment","1"
"1439","11589644","139","0.71","Back Bay","92","strict","Apartment","1"
"1441","1775935","299","0.89","Back Bay","87","super_strict_30","Apartment","2"
"1442","7804358","225","1","Back Bay","99","moderate","Apartment","1"
"1443","7007801","115","0.89","Back Bay","79","flexible","Apartment","1"
"1444","14367134","100","1","Back Bay","93","flexible","Loft","0"
"1445","7264674","200","1","Back Bay","92","strict","Apartment","1"
"1446","13591607","109","1","Back Bay","97","strict","Condominium","1"
"1447","8116523","150","1","Back Bay","91","strict","Townhouse","1"
"1448","13015353","350","1","Back Bay","80","flexible","Condominium","1"
"1449","9918713","319","0.98","Back Bay","80","strict","Apartment","2"
"1451","12489916","281","1","Back Bay","98","moderate","Apartment","2"
"1452","693353","249","0.89","Back Bay","88","super_strict_30","Apartment","1"
"1453","2429961","170","0.97","Back Bay","86","strict","Apartment","1"
"1455","9343915","185","0.91","Back Bay","100","strict","Apartment","1"
"1456","9327506","450","1","Back Bay","100","strict","Apartment","3"
"1457","22212","285","0.89","Back Bay","84","super_strict_30","Apartment","2"
"1458","12621291","199","1","Back Bay","96","moderate","Apartment","0"
"1459","12914154","120","0.98","Back Bay","100","strict","Apartment","1"
"1460","414419","175","1","Back Bay","92","strict","Loft","1"
"1461","21337","329","0.89","Back Bay","86","super_strict_30","Apartment","2"
"1462","5919529","550","1","Back Bay","100","moderate","House","3"
"1463","5870309","319","0.98","Back Bay","76","strict","Apartment","2"
"1466","5903001","325","1","Back Bay","85","strict","Apartment","1"
"1467","472070","150","0.98","Back Bay","93","strict","Apartment","2"
"1468","6017574","425","1","Back Bay","96","strict","Apartment","2"
"1469","11211273","199","1","Back Bay","93","strict","Townhouse","1"
"1470","14085771","310","1","Back Bay","90","moderate","Apartment","1"
"1471","1234740","389","0.89","Back Bay","96","super_strict_30","Apartment","2"
"1472","9180947","145","1","Back Bay","97","strict","Apartment","0"
"1473","13391640","200","0.8","Back Bay","87","flexible","Apartment","0"
"1474","7853079","568","0.98","Back Bay","87","strict","Apartment","3"
"1476","4132983","363","0.96","Back Bay","89","moderate","Apartment","2"
"1478","7475215","150","1","Back Bay","97","strict","Apartment","0"
"1480","11980767","160",NULL,"Back Bay","80","moderate","Apartment","0"
"1481","2723274","250","1","Back Bay","96","strict","Apartment","2"
"1482","8737466","169","1","Back Bay","97","strict","Apartment","0"
"1485","9228519","189","1","Back Bay","100","strict","Apartment","0"
"1487","6213822","183","1","Back Bay","95","strict","Apartment","2"
"1488","3673688","699","1","Back Bay","86","strict","Condominium","1"
"1489","12865092","100","1","Back Bay","60","strict","Apartment","1"
"1490","3591388","275","0.9","Back Bay","97","strict","Apartment","1"
"1491","9473816","159","1","Back Bay","100","moderate","Apartment","1"
"1493","12291029","200","1","Back Bay","92","flexible","Apartment","1"
"1494","10881994","207","0.99","Back Bay","86","strict","Apartment","1"
"1496","14388025","84","0.94","Back Bay","100","flexible","Apartment","1"
"1497","4377247","259","1","Back Bay","97","flexible","Apartment","1"
"1498","7474615","148","1","Back Bay","87","strict","Apartment","0"
"1499","13110631","130","1","Back Bay","92","strict","Apartment","0"
"1500","3870046","300","1","Back Bay","94","moderate","Apartment","2"
"1501","789843","250","1","Back Bay","80","strict","Apartment","1"
"1502","2247190","363","0.96","Back Bay","87","moderate","Apartment","2"
"1503","4409819","267","0.96","Back Bay","100","moderate","Apartment","1"
"1504","3410087","119","0.96","Back Bay","83","strict","Apartment","0"
"1505","7194793","140","1","Back Bay","99","moderate","Apartment","1"
"1506","12897110","176","1","Back Bay","91","flexible","Apartment","1"
"1507","6075481","200","1","Back Bay","88","flexible","Apartment","0"
